Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Year,Month
MANIAC,ODDINARY,Stray Kids,US5TA2200027,2163,30.9,293724552,27089,8506820,68.0,343273995,6840494,274400,180065845,866409009,208694354,7.0,2041,255,6.0,59109,17.0,2234511,6341,"2,091,055",591662,False,2022,March
A Real Playa,A Real Playa Single,Parsa Nani,GBARL2400577,2158,30.9,17255,17,64478,0.0,24805,335,0,0,0,0,2.0,23,0,1.0,4848,0.0,0,0,"1,722,752",1867,False,2024,May
Mona Lisa Spider Man Across the Spider Verse Deluxe Edition,Mona Lisa Spider Man Across the Spider Verse Deluxe Edition Single,Dominic Fike,USQX92303644,2159,30.9,148686610,37054,15004163,63.0,445811,5554,6040,4875010,61668626,0,55.0,50791,0,10.0,47339,5.0,7417863,2235,"1,273,787",740382,False,2023,June
ADI,LA NENA DE ARGENTINA,Maria Becerra,USAT22221820,2157,30.9,172082938,15951,6701830,66.0,215719591,857582,485700,55172498,874751736,17350637,3.0,11867,456,8.0,414587,10.0,196984,127,"67,782",308507,True,2022,December
Something About You,Something About You,Eyedress,GBMYF2000174,2162,30.9,438511316,96233,22697396,77.0,27188286,573905,150543,73826869,434155492,1722430,4.0,422,37,3.0,18857,8.0,1559941,3275,"18,538,652",1611142,False,2021,June
Patadas de Ahogado,Patadas de Ahogado,LATIN MAFIA,MXF012301101,2161,30.9,127503950,18981,16280436,0.0,39927538,505055,0,0,0,35520584,20.0,2573,59,25.0,13071683,31.0,164324,337,0,775879,False,2023,November
After LIKE,After LIKE Single,IVE,QMBZ92254957,2169,30.8,365203093,28691,12128682,69.0,281724902,2937674,4455,4713841,49211096,170632648,25.0,5378,122,6.0,76475,19.0,559111,595,0,613332,False,2022,August
So Far,So Far,florias,SE5752309413,2164,30.8,10554,18,541,10.0,333366384,362004,0,0,0,0,0.0,66,0,0.0,0,0.0,0,0,0,275,False,2023,March
idontwannabeyouanymore,dont smile at me,Billie Eilish,USUM71707712,2166,30.8,1091185920,114997,28172038,72.0,522422864,5993528,363386,57964177,372214292,21852096,37.0,1112,22,14.0,209449,26.0,83358098,58216,"37,950,780",2223597,False,2017,July
Debo Entender,Debo Entender,Santa Fe Klan,USL4Q1967883,2168,30.8,335856859,27383,5458230,66.0,917170916,6108835,288416,19227598,332846214,4571704,8.0,286,1,6.0,55639,3.0,12520421,6653,0,973063,False,2019,December
Vem Desestressar,Vem Desestressar,MC PH,BXG6R2400152,2177,30.8,35473387,3432,20567305,69.0,28992482,285938,0,0,0,14913529,4.0,3,0,15.0,12589266,16.0,34,0,0,38259,True,2024,April
Darkside,Darkside,Alan Walker,NOG841806010,2173,30.8,596469106,81058,16282307,67.0,919443352,9060446,155324,14285955,127865814,254564290,32.0,19066,0,16.0,125289,11.0,35950795,54690,0,2538154,False,2018,July
Call Me Every Day feat WizKid,Call Me Every Day feat WizKid,Chris Brown,USRC12201904,2174,30.8,125056212,43939,9282167,61.0,123551829,1191440,93200,5963103,58980168,58989712,53.0,80954,271,16.0,143492,33.0,25014026,6095,"3,759,210",1524739,False,2022,June
World s Smallest Violin,OK ORCHESTRA,AJR,QMRSZ2003324,2165,30.8,343227483,71196,5509068,63.0,239480315,4107386,532614,652146812,-2147483648,988296994,9.0,38402,554,4.0,65921,6.0,8090551,75244,"4,172,343",2936528,True,2021,January
Thot Shit,Thot Shit,Megan Thee Stallion,QMCE32100339,2176,30.8,319372639,63421,26904800,60.0,166781349,2497154,711938,542884940,-2147483648,50913560,91.0,81209,175,15.0,143489,39.0,64291360,28935,0,1499357,True,2021,June
Money Trees,good kid m A A d city Deluxe,Kendrick Lamar,USUM71210785,2167,30.8,1476217041,352198,59811242,75.0,385175377,3054056,1174942,197659809,1484578640,9778,117.0,188,7,32.0,565677,13.0,304362215,166654,0,6010383,True,2012,January
Si La Calle Llama Remix,3MEN2 KBRN,Eladio Carrion,QM4TX2344392,2175,30.8,190420514,39949,11667012,65.0,109102453,801125,46300,30338931,272952215,3843594,20.0,692,0,3.0,3397,4.0,126414,229,0,315999,True,2023,March
Kusu Kusu feat Pamela Jain,Top Hits Single,Dev Negi,NLHR52116995,2171,30.8,0,0,0,0.0,684272012,6897951,0,0,0,239634640,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2021,December
Waffle House,Waffle House,Jonas Brothers,USUG12301227,2170,30.8,139105802,16162,24753071,63.0,18520292,175833,37347,12006571,147611576,1051178417,66.0,170601,1787,19.0,641414,17.0,16509877,6205,0,573574,False,2023,April
Tacata,Tacata,Tiagz,SGB502390555,2172,30.8,39715603,13502,1974605,60.0,84439011,951441,466855,94227206,1032372538,389715914,0.0,55,282,1.0,2078,0.0,126764,2097,0,0,False,2023,August
Got Me Started,Got Me Started,Troye Sivan,AUUM72300183,2180,30.7,125169958,19673,11567850,5.0,22661967,332818,6720,8601376,136718693,1095965496,60.0,43542,3,29.0,395765,30.0,541336,671,0,982286,True,2023,September
Low,SOS,SZA,USRC12204586,2178,30.7,452881574,59064,17662712,73.0,30642267,285150,74165,53009405,449104323,9997,22.0,439,56,13.0,111469,1.0,5145081,4505,0,884773,True,2022,December
Night Changes,FOUR Deluxe,One Direction,GBHMU1400165,2179,30.7,1548151634,154325,92409509,83.0,948760574,9009457,741824,207100684,1820024186,1693474545,66.0,9645,17,36.0,231749,19.0,113124423,72174,0,5939223,False,2014,November
De Los Besos Que Te Di,De Los Besos Que Te Di,Christian Nodal,MXUM71900299,2182,30.7,518477840,40921,13324377,71.0,970377956,2794007,103630,7645273,135032701,20695397,39.0,9614,190,18.0,2807120,31.0,57510012,10935,0,1164732,False,2019,April
BRODYAGA FUNK,BRODYAGA FUNK EP,Eternxlkz,QMFMF2345384,2183,30.7,73316998,6863,23952817,75.0,48425342,581515,300700,53837087,695420301,0,2.0,0,0,0.0,0,0.0,0,0,0,698469,True,2023,November
Private Jet,Mafia Musik,D Savage,USUYG1464173,2181,30.7,3608717,3268,109837,40.0,340092596,5238903,442,23970,316425,1600044,0.0,5,0,0.0,0,0.0,55387,0,0,0,True,2023,February
DNA,DAMN,Kendrick Lamar,USUM71703079,2184,30.7,1157112366,185660,44429618,75.0,356343325,3573193,86503,11663427,97997064,165019302,191.0,340,63,45.0,179785,34.0,318401958,128722,0,2244068,True,2017,April
Or Nah feat The Weeknd Wiz Khalifa and DJ Mustard Remix,Or Nah feat The Weeknd Wiz Khalifa and DJ Mustard Remix Version,Ty Dolla ign,USAT21401391,2197,30.6,949312501,152498,28278237,74.0,858285365,5419110,8535,11730568,70600246,148190236,30.0,482,0,7.0,4123,8.0,568114702,286287,0,2633407,True,2014,June
Baklava,Baklava Single,Gya,ROGRA2400294,2189,30.6,5633595,418,286571,61.0,38890559,213288,0,0,0,30591117,2.0,0,0,1.0,128640,0.0,0,0,0,50894,False,2024,April
bye,eternal sunshine,Ariana Grande,USUM72317269,2194,30.6,127408697,6270,16012094,0.0,14508851,207049,0,0,0,53107845,13.0,1455,83,9.0,205444,12.0,633253,684,"544,407",89167,False,2024,March
BIZCOCHITO,Find Your Line Official Music from GRAN TURISMO 7,ROSAL,USSM12109223,2192,30.6,222910969,42182,10406462,61.0,69332188,971738,1874811,1019396452,-2147483648,20397038,34.0,10985,2464,23.0,134321,28.0,3718270,2356,0,1284746,True,2022,March
Veggie Dance,Veggie Dance,Gracie s Corner,QZHNA2455146,2187,30.6,2279039,222,58855,55.0,43379343,332023,0,21260608,161578600,0,1.0,0,0,0.0,0,6.0,251021,2748,0,33195,False,2024,April
Love Me Like You Do From Fifty Shades Of Grey,Love Me Like You Do From Fifty Shades Of Grey,Ellie Goulding,GBUM71406823,2193,30.6,1532983094,116546,49188494,70.0,48109240,469999,452925,63198736,732908886,0,216.0,206669,0,107.0,702636,78.0,631056114,443298,0,19968269,False,2015,February
Still Don t Know My Name,Euphoria Original Score from the HBO Series,Labrinth,USQX91902507,2185,30.6,666107710,127503,40134293,71.0,234005957,3231466,1536372,544725899,-2147483648,4405061,71.0,1195,23,27.0,224993,9.0,3326824,15554,0,4161911,False,2019,October
Sittin On Top Of The World,Sittin On Top Of The World Single,Burna Boy,USAT22305462,2196,30.6,44751795,23415,3622192,55.0,21737557,277948,98682,8807279,114732862,60598905,44.0,113508,855,11.0,118980,29.0,6837176,740,0,343757,True,2023,June
Si Fuera F,Si Fuera F cil Si,Grupo Marca Registrada,USDXS2201491,2195,30.6,285183501,28319,13770276,65.0,322857747,1566688,60681,10855957,125822489,0,6.0,29,0,2.0,194190,3.0,26370349,3167,0,411987,False,2022,May
Broke In A Minute,Broke In A Minute,Tory Lanez,USUM72002126,2186,30.6,407015049,116527,22947586,70.0,44157454,665741,20568,9087023,59673227,13257357,30.0,1450,0,32.0,120194,6.0,3729253,8435,"46,033,727",712141,True,2020,February
Mahiya Ve Gal Sun Mahiya Vey,Mahiya Ve Gal Sun Mahiya Vey Single,Nimra Mehra,DGA0M2361023,2190,30.6,209649,70,513,0.0,0,0,1300000,3450332,65658454,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2023,September
Engana Dizendo Que Ama,Dos Pr dios De,Veigh,QZMWW2396003,2188,30.6,142474379,25470,5055407,67.0,144774313,822345,0,0,0,0,8.0,0,0,8.0,328165,16.0,0,0,0,153295,True,2023,May
In Case You Didn t Know,Brett Young EP,Brett Young,QM3E21606006,2198,30.6,560774282,62305,14198815,68.0,861165099,4288539,397413,18838824,216533242,545706587,38.0,80904,36,5.0,8037,45.0,489345110,250819,"2,365,008",3920740,False,2016,January
Arc ngel Bzrp Music Sessions Vol,Arc ngel Bzrp Music Sessions Vol 54 Si,Bizarrap,UYB282301033,2191,30.6,146680564,28883,9546255,62.0,154916805,3043720,820,136267,1816865,1778092,8.0,8273,14,13.0,115418,5.0,904756,0,"590,512",199628,False,2023,March
Tu No Vive Asi feat Mambo Kingz DJ Luian,Tu No Vive Asi feat Mambo Kingz DJ Luian,Arc,TCACS1630643,2199,30.5,462055272,54302,17847539,71.0,1546120738,7974135,360400,75766885,648582782,563886727,11.0,566,0,7.0,23122,3.0,52143549,25408,0,1569987,True,2016,September
HVN ON EARTH with Kodak Black,HVN ON EARTH,Lil Tecca,USUM72311878,2201,30.5,114669893,39763,21760033,60.0,7212572,84826,16900,3459451,25286791,0,2.0,2043,10,3.0,36550,0.0,1616178,826,0,250753,True,2023,August
Gently feat Bad Bunny,For All The Dogs,Drake,USUG12306084,2204,30.5,123630149,25645,5218214,0.0,18057785,239269,32270,12450697,100624699,407,19.0,5021,340,7.0,140361,8.0,6544882,1899,0,761861,True,2023,October
It Ain t Me with Selena Gomez,It Ain t Me with Selena Gomez,Kygo,SEBGA1700015,2205,30.5,1430439855,150179,55438878,71.0,308045364,2768168,279393,12505319,81779367,129321931,210.0,91638,217,110.0,752307,40.0,252544876,97039,"1,855,783",13603866,False,2017,February
Baarish Ban Jaana,Baarish Ban Jaana,Payal Dev,INUM72100032,2202,30.5,70622319,4554,1202197,57.0,764803929,5521315,492,4395,27723,1955607,3.0,35,0,0.0,0,0.0,396,0,0,162219,False,2021,June
I CAN T STOP ME,Eyes Wide Open,TWICE,US5TA2000134,2200,30.5,384886220,32051,9361355,65.0,681682229,7966863,243659,94368004,666762692,63358966,31.0,2821,9,8.0,56015,7.0,2318090,3023,"2,087,158",643653,False,2020,October
Take What You Want feat Ozzy Osbourne Travis Scott,Hollywood s Bleeding,Post Malone,USUM71915731,2203,30.5,622690472,108263,18637177,69.0,261237045,2753871,5525,1874937,17207972,10067736,36.0,11662,2,10.0,120387,24.0,262889554,96599,0,2184126,False,2019,September
Filhaal2 Mohabbat,Filhaal2 Mohabbat,B Praak,INUM72100040,2206,30.5,72348363,6300,1979759,57.0,717290683,6865430,181300,5507080,90316836,1919497,5.0,247,0,0.0,0,2.0,7696,0,0,209262,False,2021,July
8am in Charlotte,For All The Dogs,Drake,USUG12306082,2207,30.5,81093233,34004,4164888,0.0,4234309,51965,17500,1977355,17415834,0,7.0,401,1,3.0,135946,0.0,391257,932,0,385268,True,2023,October
Vivir Mi Vida,3,Marc Anthony,USSD11300112,2210,30.4,618671056,78822,28465181,71.0,1398550208,4470299,722663,24693560,302300755,263879004,112.0,119,253,46.0,685724,56.0,381672102,384522,0,4858889,False,2013,July
Lullaby BadWolf Remix,Lullaby BadWolf Remix,TR MEET,DEEE72301691,2213,30.4,18204,113,5777,10.0,327499400,256952,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,0,964,False,2023,March
Love Not War The Tampa Beat,Love Not War The Tampa Beat Remixes feat Jason Derulo,Jason Derulo,GBARL2001440,2212,30.4,286179073,51888,9569404,59.0,239078390,1790062,465640,46773428,444068106,225346751,99.0,274839,0,28.0,344794,1.0,2735151,2045,0,4522347,False,2020,November
WHERE SHE GOES,nadie sabe lo que va a pasar ma,Bad Bunny,QM6P42352188,2208,30.4,717849037,11199,4402776,0.0,0,0,0,0,0,0,16.0,13,0,0.0,0,0.0,22701001,8039,0,0,True,2023,October
Lose Yourself From 8 Mile Soundtrack,8 Mile,Eminem,USIR10211559,2222,30.4,-2147483648,345119,97808878,75.0,1360758976,9892246,69588,1476678,20114190,339086425,252.0,166938,0,127.0,3101373,75.0,804134471,703535,0,10419522,True,2002,October
My Oh My,My Oh My,Ava Max,USAT22401759,2216,30.4,20012688,2365,37158651,1.0,7298437,149857,0,0,0,56157311,51.0,22793,21,21.0,7073401,67.0,2730227,323,"116,573",142814,False,2024,April
Not My Fault with Megan Thee Stallion,Not My Fault with Megan Thee Stallion,Rene,USUM72318541,2221,30.4,81494626,8973,20213928,0.0,101469,1338,0,0,0,0,23.0,74984,137,39.0,3444021,24.0,2269915,942,0,0,True,2023,December
willow,evermore,Taylor Swift,USUG12004699,2217,30.4,844790027,67136,50350718,72.0,189534686,2729881,65010,20896955,212587391,139953667,167.0,150385,131,29.0,412109,77.0,80383509,30416,0,1987676,False,2020,December
100 MESSAGGI,100 MESSAGGI,Lazza,ITUM72400349,2219,30.4,69972816,5282,6183983,73.0,30283430,232134,0,0,0,59168102,13.0,11835,0,3.0,3785899,25.0,1861,2,0,0,True,2024,February
OUT OUT feat Charli XCX Saweetie,OUT OUT feat Charli XCX Saweetie,Joel Corry,UK4ZF2100518,2218,30.4,509445605,105947,68408965,68.0,21324881,168696,2521,849518,16050371,0,124.0,105328,307,72.0,1755222,37.0,5977100,1482,0,3151561,False,2021,August
C,VICE VERSA,Rauw Alejandro,USSD12100296,2215,30.4,596905923,83179,20128974,76.0,132634826,1011336,803336,177757652,1408309850,12050206,72.0,17091,181,18.0,238540,25.0,18530463,2252,0,1086469,True,2021,June
What,Scary Hours 2,Drake,USUG12101041,2220,30.4,383261731,94964,21697781,62.0,84527592,1340886,60864,41730155,320457752,112914243,62.0,40515,377,27.0,428254,26.0,55798346,49620,"14,432,922",0,True,2021,March
Turn On The Lights again feat Future,USB,Fred again,GBAHS2201001,2214,30.4,190872805,102679,49713000,61.0,4804721,64070,89852,35100872,435794732,0,44.0,18922,1,16.0,491915,26.0,520655,501,"6,101,751",1617989,False,2022,January
Desp dase,Boca Chueca Vol 1,Carin Leon,USA2P2432330,2211,30.4,10557337,393,42329224,72.0,4595134,65231,0,0,0,2297932,9.0,36,0,6.0,642021,17.0,949464,155,"1,167",110707,True,2024,June
Mommy Mommy Give Me Yummy,Mommy Mommy Give Me Yummy,D Billions,AEA0Q2102685,2209,30.4,0,49,4311,21.0,833736978,1346347,262,14670,1175444,0,0.0,0,0,0.0,0,0.0,0,0,0,7925,False,2021,April
Illegal Weapon,Illegal Weapon,Garry Sandhu,FRX201706358,2224,30.3,67999897,12496,2290221,57.0,665109271,3531340,6938800,41338088,594821828,34439336,12.0,744,0,1.0,118,3.0,2142970,1187,0,335509,False,2017,September
Starships,Crave Volume 7,Nicki Minaj,USCM51200060,2225,30.3,1125407888,189848,71457898,73.0,565850053,3904912,356199,37119709,275858975,177791254,149.0,115729,206,53.0,984604,28.0,393300354,774097,0,10373004,True,2012,January
Calidad,Calidad,Grupo Firme,QZDQH2257609,2238,30.3,308915484,18763,9876263,54.0,272892088,834521,479753,21899443,364940104,0,6.0,6556,0,1.0,4392,0.0,0,0,"592,654",972534,False,2022,July
Watch Me,This Is A Challenge,Silento,USAT21603705,2223,30.3,387389363,20,1347,0.0,2020132561,11334330,0,0,0,176675712,0.0,0,1,0.0,0,0.0,0,0,0,0,False,2016,December
Send My Love To Your New Lover,25,Adele,GBBKS1500215,2234,30.3,1064599051,89443,24441546,66.0,997993764,6246988,66520,38824727,261382201,1677484200,116.0,19122,108,37.0,295349,18.0,420137717,93772,0,8268701,False,2015,November
Chakalitos,Chakalitos,Angi Fire,USMH92305308,2229,30.3,14137400,1570,171193,10.0,221422238,1754240,0,71,1172,4356346,0.0,267,0,0.0,0,0.0,0,0,0,154184,False,2023,July
No Hay Nadie M,No Hay Nadie M,Sebastian Yatra,USUM71713890,2239,30.3,546219103,43372,12705005,69.0,1289314157,6163163,274799,25654892,222363120,223743334,21.0,13300,102,31.0,123304,18.0,18098372,4619,0,24199,False,2018,January
Rather Be feat Jess Glynne,I Cry When I Laugh,Clean Bandit,GBAHS1300498,2236,30.3,1327093253,188363,58299660,70.0,875568512,5009883,1072310,146302323,1196196511,528574920,250.0,121439,214,162.0,968778,78.0,62386418,110843,"2,123,648",25620314,False,2013,January
Into Your Arms feat Ava Max,Into Your Arms feat Ava Max,Witt Lowry,USAT21802013,2232,30.3,390529605,68181,10506568,67.0,388438653,6747169,4480319,1314071004,-2147483648,133226735,17.0,8016,12,7.0,9478,4.0,910295,3769,0,9200822,True,2018,June
Ramenez la coupe la ma,Ramenez la coupe la ma,Vegedream,UKGD81800015,2233,30.3,482859077,154354,9307449,62.0,550746505,4627573,671494,224089888,-2147483648,3048497,58.0,4483,0,30.0,460193,6.0,260981,1078,0,4684186,False,2018,July
1000 Blunts,Sing Me a Lullaby My Sweet Temptation,uicideboy,QZAPK2000271,2237,30.3,189588270,43837,2663499,72.0,87680985,700043,190,31952,432059,4870198,0.0,2,0,0.0,0,0.0,6559431,3552,"14,217,001",240381,True,2022,July
BrooklynBloodPop,BrooklynBloodPop,SyKo,QZK6Q2049800,2230,30.3,289085486,76485,8876090,62.0,247178404,3983154,1939369,289578955,-2147483648,86473112,4.0,10,0,0.0,0,2.0,3362791,11273,"264,657",4423775,True,2020,July
Baby Songs,Baby Lullaby Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid,Baby Lullaby,USA2P1472414,2227,30.3,5484513,36,9217,27.0,897454562,2811983,2,6990,35885,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2014,October
M dchen auf dem P,M dchen auf dem P,Luca Dante Spadafora,CH7812350872,2226,30.3,119141939,46323,14389973,67.0,23993631,167659,58,89658,1318558,103548221,21.0,2297,0,15.0,212114,13.0,0,0,"2,223,239",409234,False,2023,May
Cuando Te Bes,Cuando Te Bes,Becky G,USSD11800274,2240,30.3,588021470,51865,15227639,63.0,1114556086,5855578,118917,6274016,58539891,114202446,20.0,7464,36,24.0,221478,18.0,19883459,7852,0,1621041,False,2018,August
Lutt Putt Gaya From Dunki,Lutt Putt Gaya From Dunki,Pritam,INS182303353,2228,30.3,54461319,3298,5676613,0.0,122509013,1256731,0,0,0,506287027,5.0,770,0,0.0,0,13.0,0,0,0,121292,False,2023,November
girl,girl,Dom Dolla,USQX92401650,2235,30.3,1920905,945,44490548,0.0,78608,3629,0,0,0,0,33.0,276,2,22.0,987568,39.0,32222,31,"89,193",12191,False,2024,June
Clout feat Cardi B,FATHER OF 4,Offset,USUG11802308,2231,30.3,306221125,61432,15468892,58.0,635706453,4888312,126257,15711039,90607937,272146133,50.0,15637,102,24.0,194800,12.0,76691389,37017,"25,647,174",2066390,True,2019,February
I love you,I love you,Dadju,FR8FB2328300,2247,30.2,70592513,10432,9086026,63.0,30034889,219547,0,0,0,236171714,25.0,25849,0,25.0,16463650,24.0,1984,7,0,1203361,False,2023,December
Loucura,Amor e,Borges,BCM9A2300102,2248,30.2,79782529,10849,8194521,0.0,70231783,491126,0,0,0,462163988,9.0,5,0,18.0,5792984,16.0,0,0,0,0,True,2023,December
Forget About Us,Forget About Us,Perrie,GBARL2400078,2245,30.2,16171953,1439,18871474,0.0,6223280,200833,9253,0,0,143422306,40.0,24806,0,38.0,2359911,41.0,330318,0,"102,129",107402,False,2024,April
One Last Time,My Everything,Ariana Grande,USUM71409723,2243,30.2,1465918510,110953,65876311,77.0,1101895606,9106812,74689,39669684,285511671,484923295,102.0,83891,118,43.0,356866,13.0,263174203,96346,"11,323,498",5273745,False,2014,August
Malas Decisiones,K23,Kenia OS,MXF012200331,2246,30.2,249199925,15573,11736236,68.0,141829637,1346158,1093900,310175951,-2147483648,35896326,21.0,7079,479,15.0,100850,4.0,167084,654,0,576456,False,2022,October
Dos Mil 16,Un Verano Sin Ti,Bad Bunny,QM6MZ2214889,2249,30.2,426904285,50219,17690466,71.0,198252709,1323047,241013,89404506,679567159,20200537,15.0,355,0,4.0,120297,9.0,10610635,1775,0,629164,False,2022,May
La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando,COA3C1500662,2250,30.2,38260236,3255,310554,55.0,-2147483648,7825584,22366,1533921,72165422,0,0.0,8,0,0.0,0,0.0,0,0,0,4506,False,2013,June
Termina Comigo Antes,Termina Comigo Antes,Gusttavo Lima,BXBAL2200001,2241,30.2,194919563,12885,13054030,63.0,459414543,1879854,60675,4714394,61427214,-2147483648,19.0,9315,0,62.0,1085113,4.0,17963,0,0,134484,False,2022,March
Baarish,Baarish,Payal Dev,INUM72000050,2244,30.2,12208412,1424,362321,41.0,135529803,1794516,5941101,17311643,278475456,0,1.0,5,0,0.0,0,0.0,0,0,0,37064,False,2020,August
ZITTI E BUONI,ZITTI E BUONI,M ne,ITB002100112,2242,30.2,475549122,94637,9975524,69.0,259762159,2895468,139573,75858814,628509922,21047789,62.0,17041,0,28.0,566398,42.0,543933,1020,0,2395559,True,2021,March
Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas,USA2P2313930,2254,30.1,241174958,23146,7025185,43.0,146033306,697531,0,0,0,54,9.0,36,11,1.0,72,2.0,29986425,2582,0,522273,False,2023,March
Is It Love,Is It Love,Loreen,SEUM72301218,2252,30.1,68785555,7360,8210301,0.0,16708048,243108,187211,1802595,63753450,999638074,26.0,74905,0,31.0,12315494,4.0,34080,36,0,677013,False,2023,October
Feel It Still,Feel It Still,Portugal The Man,USAT21700437,2263,30.1,1303452422,204110,65716191,74.0,563059238,5008418,77757,60080391,447512595,13369387,87.0,96294,1230,219.0,2003306,81.0,0,0,0,0,False,2017,March
Portobello Beach,Passport,Quiet as a Mouse,GBMJG2221437,2255,30.1,0,0,0,0.0,453903004,1010270,0,0,0,0,0.0,2,0,0.0,0,0.0,0,0,0,1,False,2022,October
MotorSport,MotorSport,Migos,USUM71712002,2262,30.1,590983645,89159,24300466,62.0,744579257,4504144,266811,63415889,417482479,187758140,109.0,19462,27,23.0,169108,23.0,243221290,135099,0,3894893,True,2017,October
